"","Region","Price","Year","Manufacturer","Model","Condition","Cylinders","Fuel","Odometer","Transmission","Drive","Size","Type","Paint_color","State","Lat","Long","JDM"
"7021","Des Moines",18900,2013,"Chevrolet","Silverado 2500",NA,"8 cylinders","Gas",19427,"Automatic","4WD",NA,"Pickup","Red","IA",41.5804,-93.5576,"Non-JDM"
"7022","Salem",5995,2003,"Jeep","Grand Cherokee Limited",NA,"8 cylinders","Gas",157228,"Automatic","4WD",NA,"Suv","Grey","OR",44.9259,-122.983,"Non-JDM"
"7023","Colorado Springs",6000,2006,"Subaru","Forester","Excellent","4 cylinders","Gas",187167,"Automatic","4WD","Mid-Size","Suv","Green","CO",38.8361,-104.85,"JDM"
"7024","St Cloud",15991,2015,"Nissan","Rogue Sv Awd","Like new","4 cylinders","Gas",59616,"Automatic","4WD","Mid-Size","Suv","White","MN",45.5537,-94.2174,"JDM"
"7025","Lubbock",19911,2018,"GMC","Terrain",NA,"4 cylinders","Gas",30711,"Automatic","FWD","Mid-Size","Suv","Black","TX",35.1773,-101.794,"Non-JDM"
"7026","Corpus Christi",26928,2019,"Toyota","Camry",NA,"4 cylinders","Gas",11414,"Automatic","FWD","Mid-Size","Sedan","Custom","TX",27.7036,-97.345,"JDM"
"7027","Sioux Falls / Se Sd",20950,2013,"Mercedes-benz","Gl450 4matic W/3rd",NA,NA,"Gas",86568,"Automatic",NA,NA,NA,NA,"SD",44.8346,-91.5159,"Non-JDM"
"7028","Quad Cities, Ia/Il",2000,1970,"Dodge","Dart","Fair","8 cylinders","Gas",97000,"Automatic","RWD","Full-Size","Sedan","Green","IL",41.1991,-90.7329,"Non-JDM"
"7029","Buffalo",5999,2008,"Chevrolet","Impala Ls","Excellent","6 cylinders","Gas",87120,"Automatic","FWD","Full-Size","Sedan","Grey","NY",42.905,-78.7041,"Non-JDM"
"7030","Spokane / Coeur D'alene",15983,2017,"Honda","Civic",NA,"4 cylinders","Gas",63208,"Automatic","FWD","Mid-Size","Sedan","Grey","ID",47.6647,-117.31,"JDM"
"7031","Palm Springs",16999,2008,"Ford","F-150 4wd Fxr Off Road","Excellent","8 cylinders","Gas",69000,"Automatic","4WD",NA,"Truck",NA,"CA",33.7439,-116.359,"Non-JDM"
"7032","Charlotte",5995,2000,"Chevrolet","Impala Ls","Excellent","6 cylinders","Gas",76628,"Automatic","FWD",NA,NA,"Green","NC",35.225,-80.9047,"Non-JDM"
"7033","Visalia-Tulare",28990,2013,"Chevrolet","Silverado 3500hd Cc","Excellent",NA,"Gas",49562,"Automatic",NA,NA,"Pickup","White","CA",36.5336,-119.581,"Non-JDM"
"7034","St Louis, Mo",11995,2007,"Chevrolet","Tahoe Lt 4x4","Excellent","8 cylinders","Gas",133000,"Automatic","4WD",NA,NA,NA,"IL",38.6779,-90.3033,"Non-JDM"
"7035","Central Nj",4595,1977,"Chevrolet","Step Van 30",NA,NA,"Gas",68907,"Automatic",NA,NA,NA,NA,"NJ",40.3339,-74.7944,"Non-JDM"
"7036","Raleigh / Durham / Ch",4995,2013,"Chevrolet","Cruze Lt","Excellent",NA,"Gas",164000,"Automatic","FWD",NA,"Sedan","Grey","NC",35.848,-78.6317,"Non-JDM"
"7037","Akron / Canton",8700,2010,"Mazda","Cx-9",NA,"6 cylinders","Gas",113937,"Automatic","4WD",NA,"Suv","Black","OH",41.1397,-81.4811,"JDM"
"7038","Tulsa",20990,2017,"GMC","Terrain Sle-2 Sport Utility","Good","6 cylinders","Gas",19941,"Other",NA,NA,"Other",NA,"OK",36.03,-95.78,"Non-JDM"
"7039","Columbia",16495,2016,"Ford","Transit T250",NA,NA,"Gas",119738,"Automatic",NA,NA,NA,NA,"SC",34.0004,-81.0334,"Non-JDM"
"7040","Asheville",13950,2010,"GMC","Sierra 1500",NA,NA,"Gas",186920,"Automatic",NA,NA,"Other","Black","NC",34.9176,-82.1123,"Non-JDM"
"7041","Hartford",3395,2005,"Jeep","Grand Cherokee Limited 4wd","Good","8 cylinders","Gas",279840,"Automatic","4WD","Mid-Size","Suv","Black","CT",41.7667,-72.6461,"Non-JDM"
"7042","Nashville",2450,2005,"Mazda","Tribute Awd","Good","6 cylinders","Gas",241000,"Automatic","4WD",NA,"Suv",NA,"TN",36.0595,-86.6592,"JDM"
"7043","Salem",116,2010,"Volkswagen","New Beetle 2dr Auto",NA,"5 cylinders","Gas",98371,"Automatic","FWD",NA,"Sedan",NA,"OR",44.9732,-123.018,"Non-JDM"
"7044","Sioux Falls / Se Sd",26950,2014,"BMW","750li Xdrive Executive Sedan",NA,NA,"Gas",60421,"Automatic",NA,NA,NA,NA,"SD",44.8346,-91.5159,"Non-JDM"
"7045","Toledo",12990,2012,"Honda","Civic Ex Coupe 2d","Good",NA,"Gas",58967,"Other","FWD",NA,"Coupe","Blue","OH",41.37,-83.64,"JDM"
"7046","Twin Falls",3700,2005,"Honda","Odyssey","Good","6 cylinders","Gas",208000,"Automatic","FWD",NA,"Mini-Van","White","ID",42.4368,-113.821,"JDM"
"7047","Eugene",142,2018,"Nissan","Sentra S Cvt",NA,"4 cylinders","Gas",65040,"Automatic","FWD",NA,"Sedan",NA,"OR",44.0665,-123.081,"JDM"
"7048","Milwaukee",17500,2016,"KIA","Optima","Excellent",NA,"Gas",30408,"Automatic","FWD",NA,"Sedan",NA,"WI",42.3642,-87.8648,"Non-JDM"
"7049","Baltimore",4575,2011,"Hyundai","Sonata","Excellent","4 cylinders","Gas",153943,"Automatic","FWD","Mid-Size","Sedan","Black","MD",39.1618,-76.6297,"Non-JDM"
"7050","Washington, Dc",11444,2017,"Nissan","Sentra",NA,NA,"Gas",28355,"Automatic","FWD",NA,"Sedan","Blue","DC",38.4725,-77.4485,"JDM"
"7051","Cleveland",4999,2009,"Honda","Accord Ex","Excellent","4 cylinders","Gas",181210,"Automatic","FWD",NA,"Sedan","Grey","OH",41.419,-81.714,"JDM"
"7052","Panama City",5488,2011,"Chevrolet","Cruze","Excellent","4 cylinders","Gas",134000,"Automatic","FWD","Sub-Compact","Sedan","Blue","FL",30.1891,-85.7778,"Non-JDM"
"7053","Greensboro",9000,2014,"Dodge","Charger","Good","6 cylinders","Gas",175000,"Automatic","RWD","Full-Size","Sedan","Grey","NC",36.0742,-79.3318,"Non-JDM"
"7054","Santa Fe / Taos",6900,2011,"Mini","Cooper S","Good","4 cylinders","Gas",120972,"Manual","FWD","Compact","Hatchback","Orange","NM",35.5936,-106.108,"Non-JDM"
"7055","Chattanooga",7990,2011,"KIA","Sorento Lx Awd",NA,"6 cylinders","Gas",130000,"Automatic","4WD",NA,NA,NA,"TN",35.9,-83.8174,"Non-JDM"
"7056","Bellingham",12692,2017,"Nissan","Sentra S",NA,"4 cylinders","Gas",62785,"Automatic","FWD",NA,"Sedan",NA,"WA",47.8125,-122.322,"JDM"
"7057","Wichita",2983,2006,"Nissan","Sentra","Good","4 cylinders","Gas",138000,"Automatic","FWD","Compact","Sedan","Black","KS",37.6464,-98.1091,"JDM"
"7058","Space Coast",24994,2019,"Nissan","Frontier",NA,NA,"Gas",12404,"Automatic",NA,NA,NA,"Red","FL",28.3547,-80.7599,"JDM"
"7059","Kennewick-Pasco-Richland",16998,2017,"Mitsubishi","Outlander Sport",NA,NA,"Gas",17351,"Automatic",NA,NA,NA,"Blue","WA",46.2138,-119.161,"JDM"
"7060","Lake Charles",4800,2008,"Lexus",NA,"Excellent","6 cylinders","Gas",316000,"Automatic","RWD",NA,NA,NA,"LA",30.2755,-93.2094,"JDM"
"7061","Delaware",11995,2008,"Lexus","Rx 350","Good","6 cylinders","Gas",97095,"Automatic","4WD",NA,"Wagon","Silver","DE",40.0093,-74.9694,"JDM"
"7062","Spokane / Coeur D'alene",7998,2007,"Ram","1500",NA,"8 cylinders","Gas",201470,"Automatic","4WD",NA,"Truck","Grey","ID",47.6422,-117.557,"Non-JDM"
"7063","Bend",16997,1998,"Mercedes-benz","S-Class S 420",NA,"8 cylinders","Gas",61030,"Automatic","RWD",NA,"Sedan",NA,"OR",45.5239,-122.538,"Non-JDM"
"7064","Albany",22500,2016,"Mercedes-benz","Metris Passenger Van","Good","4 cylinders","Gas",36828,"Automatic","RWD","Full-Size","Van","Silver","NY",42.7778,-73.749,"Non-JDM"
"7065","New Haven",18990,2013,"Ford","Explorer Xlt Sport Utility","Good","6 cylinders","Gas",59109,"Other","4WD",NA,"Other","White","CT",41.76,-72.68,"Non-JDM"
"7066","Roanoke",1900,2006,"Saturn","Ion 3","Excellent","4 cylinders","Gas",215882,"Automatic","FWD","Mid-Size","Sedan","Green","VA",38.2995,-77.4772,"Non-JDM"
"7067","Peoria",8500,2009,"Pontiac","G8 Gt","Good","8 cylinders","Gas",215250,"Automatic","RWD","Full-Size","Sedan","Black","IL",40.7844,-89.4309,"Non-JDM"
"7068","Columbia",19988,2008,"Ford","F-250",NA,NA,"Diesel",173736,"Automatic","4WD",NA,"Pickup",NA,"SC",34.8024,-82.4288,"Non-JDM"
"7069","Albuquerque",322,2016,"Ford","Mustang V6 Coupe 2d","Good","6 cylinders","Gas",30486,"Automatic","RWD",NA,"Coupe","White","NM",35.11,-106.62,"Non-JDM"
"7070","Kansas City, Mo",59853,2020,"Cadillac","Ct5",NA,NA,"Gas",3,"Automatic","RWD",NA,NA,NA,"KS",38.3826,-93.7734,"Non-JDM"
"7071","Columbia",6500,2002,"Ford","Mustang Gt Convertible","Good","8 cylinders","Gas",221400,"Automatic","RWD","Mid-Size","Convertible","Black","SC",34.1312,-81.3318,"Non-JDM"
"7072","Baltimore",565,2019,"Mercedes-benz","Benz C250","Like new","4 cylinders","Gas",20232,"Automatic","4WD","Mid-Size","Sedan","White","MD",39.5394,-76.3564,"Non-JDM"
"7073","Maine",6995,2015,"Jeep","Patriot","Good","4 cylinders","Gas",167000,"Automatic","4WD","Mid-Size","Suv","Black","ME",45.3739,-68.4719,"Non-JDM"
"7074","South Jersey",8000,2007,"Honda","Accord",NA,"4 cylinders","Gas",113370,"Automatic","FWD",NA,"Sedan","Silver","NJ",39.9519,-75.0482,"JDM"
"7075","Stockton",18999,2019,"Jeep","Cherokee","Excellent","4 cylinders","Gas",6664,"Automatic","FWD","Full-Size","Suv",NA,"CA",37.6098,-120.995,"Non-JDM"
"7076","Vermont",28990,2014,"Ford","F-550","Good","8 cylinders","Diesel",171206,"Automatic","4WD","Full-Size","Truck","White","VT",40.4688,-74.2817,"Non-JDM"
"7077","Orange County",4600,2002,"Toyota","4runner","Excellent","6 cylinders","Gas",242000,"Automatic","RWD","Full-Size","Suv","Silver","CA",33.8766,-117.955,"JDM"
"7078","Hudson Valley",22997,2013,"Mercedes-benz","Slk-Class","Excellent",NA,"Gas",80739,"Automatic","RWD",NA,NA,"Silver","NY",42.5982,-73.7083,"Non-JDM"
"7079","Tyler / East Tx",3800,2003,"Buick","Lesabre","Excellent","6 cylinders","Gas",113000,"Automatic",NA,"Full-Size","Wagon","Green","TX",32.457,-94.728,"Non-JDM"
"7080","Des Moines",4500,2006,"Honda","Odyssey","Excellent","6 cylinders","Gas",177500,"Automatic","FWD",NA,"Mini-Van","Blue","IA",41.7294,-93.6046,"JDM"
"7081","Ames",2200,2002,"Honda","Civic","Excellent","4 cylinders","Gas",193918,"Automatic","FWD",NA,"Sedan","Silver","IA",42.5143,-92.4472,"JDM"
"7082","Eastern Shore",19990,2017,"Honda","Civic Sport Hatchback 4d","Good",NA,"Gas",27811,"Automatic","FWD",NA,"Hatchback","Silver","MD",33.7792,-84.4118,"JDM"
"7083","Green Bay",13750,2016,"Chevrolet","Trax","Excellent","4 cylinders","Gas",49835,"Automatic","FWD","Compact","Suv","Grey","WI",44.4103,-89.8824,"Non-JDM"
"7084","Panama City",14988,2010,"Ford","F-150","Excellent","8 cylinders","Gas",199000,"Automatic","4WD","Full-Size","Pickup","Blue","FL",30.1891,-85.7778,"Non-JDM"
"7085","Florence / Muscle Shoals",4995,2007,"Ford","Fusion","Good","4 cylinders","Gas",194222,"Automatic","FWD","Compact","Sedan","Black","AL",35.2487,-87.3276,"Non-JDM"
"7086","Missoula",19998,2014,"Chevrolet","Silverado Lt Crew Cab",NA,"8 cylinders","Gas",166626,"Automatic","4WD",NA,NA,NA,"MT",47.7989,-116.742,"Non-JDM"
"7087","Boise",22600,2017,"Subaru","Outback Limited","Excellent","4 cylinders","Gas",45525,"Automatic","4WD","Mid-Size","Wagon","Brown","ID",45.9264,-116.123,"JDM"
"7088","Shreveport",22995,2015,"Ford","F150 Supercrew Cab",NA,"6 cylinders","Gas",147031,"Automatic","4WD",NA,"Pickup","Black","LA",30.1237,-95.2686,"Non-JDM"
"7089","Akron / Canton",1200,2002,"Dodge","Stratus Rt","Good","6 cylinders","Gas",106000,"Automatic","FWD",NA,"Coupe","Grey","OH",41.138,-81.864,"Non-JDM"
"7090","New York City",3999,2004,"Infiniti","G35",NA,NA,"Gas",186362,"Automatic","FWD","Compact","Coupe","White","NY",40.8626,-74.0966,"JDM"
"7091","Greenville / Upstate",3981,2004,"Buick","Regal","Excellent","6 cylinders","Gas",138000,"Automatic","FWD","Full-Size","Sedan","Brown","SC",34.8315,-82.4895,"Non-JDM"
"7092","Yuba-Sutter",16999,2011,"GMC","Sierra 1500 Sle","Excellent","8 cylinders","Gas",117757,"Automatic",NA,NA,"Truck",NA,"CA",39.1234,-121.611,"Non-JDM"
"7093","Green Bay",3895,2007,"Chrysler","Sebring","Excellent","4 cylinders","Gas",121387,"Automatic","FWD",NA,NA,"Black","WI",45.2617,-88.078,"Non-JDM"
"7094","St Louis, Mo",15975,1997,"Mitsubishi","3000gt Vr4","Excellent","6 cylinders","Gas",88000,"Manual","4WD","Compact","Coupe","White","IL",38.6091,-90.5598,"JDM"
"7095","St Louis, Mo",3650,2001,"Honda","Accord Ex","Good","4 cylinders","Gas",138500,"Automatic","FWD",NA,"Sedan",NA,"IL",38.8239,-90.7427,"JDM"
"7096","Jacksonville",31995,2018,"Chevrolet","Silverado 1500",NA,"8 cylinders","Gas",26069,"Automatic","4WD",NA,"Truck",NA,"FL",28.7638,-81.2827,"Non-JDM"
"7097","Erie",358,2017,"Audi","A4 Ultra Premium Sedan 4d","Good",NA,"Gas",37061,"Other","FWD",NA,"Sedan","Black","PA",33.7792,-84.4118,"Non-JDM"
"7098","Bellingham",34000,2018,"Mercedes-benz","Glc-Class",NA,NA,"Gas",33859,"Automatic",NA,NA,"Suv",NA,"WA",48.7569,-122.452,"Non-JDM"
"7099","Charlotte",48000,2016,"Ford","F-250",NA,NA,"Diesel",101228,"Automatic","4WD",NA,"Pickup",NA,"NC",29.9999,-81.6838,"Non-JDM"
"7100","Eugene",5978,2006,"Chevrolet","Malibu 4dr Sdn Ss",NA,"6 cylinders",NA,122367,"Automatic","FWD",NA,"Sedan",NA,"OR",44.0765,-123.15,"Non-JDM"
"7101","Fayetteville",32999,2017,"Toyota","Tacoma Trd Off Road Double Cab 5' Bed V6 4x4 At (Natl)",NA,"6 cylinders",NA,44145,"Automatic","4WD",NA,"Pickup",NA,"NC",34.8114,-79.1752,"JDM"
"7102","Central Nj",22900,2018,"Ford","Transit","Good","6 cylinders","Gas",69426,"Other","RWD","Mid-Size","Van","White","NJ",40.3221,-74.0733,"Non-JDM"
"7103","Ann Arbor",29995,2019,"Ford","Explorer Xlt",NA,"4 cylinders","Gas",29899,"Automatic","4WD",NA,"Suv","Black","MI",42.675,-82.9955,"Non-JDM"
"7104","St Louis, Mo",10995,2004,"Chevrolet","Silverado 2500hd",NA,NA,"Diesel",91000,"Automatic","4WD",NA,NA,NA,"IL",38.7261,-90.1106,"Non-JDM"
"7105","Springfield",22990,2019,"Ford","Flex",NA,NA,"Gas",25782,"Automatic",NA,NA,"Suv","Black","MO",37.1379,-94.3098,"Non-JDM"
"7106","Delaware",10995,2014,"Ford","Flex Sel Awd","Excellent",NA,"Gas",120479,"Automatic",NA,NA,NA,"White","DE",38.5615,-75.2009,"Non-JDM"
"7107","Missoula",7500,2010,"Toyota","Corolla","Excellent","4 cylinders","Gas",120000,"Automatic","FWD",NA,"Sedan","White","MT",46.9006,-114.003,"JDM"
"7108","Modesto",10995,2011,"BMW","3 Series 328i","Excellent","6 cylinders","Gas",88200,"Automatic","RWD","Full-Size","Coupe","Silver","CA",37.7024,-121.072,"Non-JDM"
"7109","Central Nj",3500,2001,"BMW","325ci Convertible","Excellent","6 cylinders","Gas",118255,"Automatic","RWD",NA,"Convertible","Silver","NJ",40.2878,-74.0162,"Non-JDM"
"7110","Western Massachusetts",40990,2019,"Honda","Ridgeline Black Edition","Good","6 cylinders","Gas",18736,"Other",NA,NA,"Pickup","Black","MA",42.11,-72.53,"JDM"
"7111","Jackson",14733,2017,"Ford","Transit Connect","Excellent","4 cylinders","Gas",96498,"Automatic","FWD",NA,"Mini-Van","White","TN",35.172,-89.9438,"Non-JDM"
"7112","Amarillo",11700,2009,"Chevrolet","Silverado 1500","Excellent","8 cylinders","Gas",199023,"Automatic","4WD",NA,"Pickup","White","TX",35.2166,-101.83,"Non-JDM"
"7113","Charlotte",33947,2012,"GMC","Sierra 3500 Slt",NA,NA,"Gas",162772,"Automatic",NA,NA,NA,NA,"NC",36.2245,-79.8901,"Non-JDM"
"7114","South Jersey",14995,2019,"KIA","Forte",NA,NA,"Gas",9912,"Automatic",NA,NA,NA,NA,"NJ",40.2043,-74.1779,"Non-JDM"
"7115","Worcester / Central Ma",6000,2012,"Chrysler","200","Excellent","4 cylinders","Gas",156600,"Automatic","FWD","Full-Size","Sedan","Black","MA",42.3107,-71.7981,"Non-JDM"
"7116","Modesto",24495,2007,"Toyota","Tacoma",NA,NA,"Gas",81549,"Automatic","4WD",NA,"Pickup","White","CA",38.2277,-122.619,"JDM"
"7117","Spokane / Coeur D'alene",11348,2017,"KIA","Forte",NA,"4 cylinders","Gas",34739,"Automatic","FWD","Mid-Size","Sedan","Custom","ID",47.6647,-117.31,"Non-JDM"
"7118","Harrisburg",13995,2009,"Ram","1500 Slt Crew Cab 4x4",NA,NA,"Gas",136896,"Automatic",NA,NA,NA,"Silver","PA",40.8224,-76.8683,"Non-JDM"
"7119","Eugene",1999,1991,"Jeep","Cherokee",NA,NA,"Gas",313789,"Automatic",NA,NA,NA,NA,"OR",44.0464,-123.006,"Non-JDM"
"7120","Monterey Bay",14152,2015,"Mazda","Cx-5",NA,NA,"Gas",72273,"Automatic","FWD",NA,NA,NA,"CA",36.6137,-121.845,"JDM"
"7121","Chattanooga",4000,2008,"Jeep","Compasd","Good",NA,"Gas",145886,"Automatic",NA,NA,NA,NA,"TN",38.6106,-78.3545,"Non-JDM"
"7122","Flagstaff / Sedona",16995,2016,"Nissan","Rogue Sv",NA,"4 cylinders","Gas",35163,"Automatic","FWD",NA,"Wagon","Silver","AZ",33.3784,-112.563,"JDM"
"7123","Tri-Cities",10240,2013,"Chevrolet","Equinox","Excellent",NA,"Gas",143478,"Automatic",NA,NA,"Suv","Custom","TN",36.3126,-82.2392,"Non-JDM"
"7124","Yuba-Sutter",8999,2004,"Toyota","Sequoia Sr5","Excellent","8 cylinders","Gas",169055,"Automatic",NA,NA,"Suv",NA,"CA",39.1234,-121.611,"JDM"
"7125","Central Nj",9800,2011,"Ford","E250 Econoline","Excellent","8 cylinders","Gas",166,"Automatic","RWD","Full-Size","Wagon","White","NJ",39.9757,-74.259,"Non-JDM"
"7126","Delaware",6000,2006,"Toyota","Rav4","Good","4 cylinders","Gas",17200,"Automatic","4WD","Full-Size","Suv","Black","DE",39.7053,-75.6522,"JDM"
"7127","Bozeman",17498,2016,"Dodge","Charger Sxt",NA,"6 cylinders","Gas",92828,"Automatic","RWD",NA,"Sedan",NA,"MT",47.7989,-116.742,"Non-JDM"
"7128","Panama City",20991,2019,"Nissan","Altima",NA,"4 cylinders","Gas",34605,"Automatic","FWD","Mid-Size","Sedan","Custom","FL",30.1597,-85.6609,"JDM"
"7129","Albany",22995,2006,"Mercedes-benz","Benz S65 Amg","Excellent","12 cylinders","Gas",70162,"Automatic","RWD","Full-Size","Sedan","Grey","NY",42.6754,-73.7846,"Non-JDM"
"7130","Southern Illinois",5995,2008,"Mitsubishi","Lancer","Good",NA,"Gas",138652,"Automatic","FWD",NA,"Sedan","Black","IL",37.7597,-89.2722,"JDM"
"7131","Redding",17997,2016,"Honda","Hr-V",NA,NA,"Gas",48211,"Automatic","4WD",NA,"Suv",NA,"CA",38.605,-121.402,"JDM"
"7132","Rochester",12995,2011,"Infiniti","M37 X","Excellent","6 cylinders","Gas",107400,"Automatic","4WD","Mid-Size","Sedan","White","NY",43.2184,-77.758,"JDM"
"7133","Omaha / Council Bluffs",7949,2015,"Chevrolet","Impala",NA,"4 cylinders","Gas",58298,"Automatic","FWD",NA,"Sedan","Black","IA",41.2292,-95.8521,"Non-JDM"
"7134","Hudson Valley",2800,2007,"Nissan","Altima","Like new","4 cylinders","Gas",190144,"Automatic","FWD","Mid-Size","Sedan","Grey","NY",41.4724,-74.0566,"JDM"
"7135","Las Vegas",8700,2008,"Infiniti","G35","Excellent","6 cylinders","Gas",129044,"Automatic","RWD","Full-Size","Sedan","Grey","NV",36.2182,-115.093,"JDM"
"7136","Maine",8500,2007,"Toyota","Highlander Limited","Excellent","6 cylinders","Gas",166432,"Automatic","4WD","Full-Size","Suv","White","ME",43.2996,-70.7421,"JDM"
"7137","Ft Myers / Sw Florida",25995,2014,"Chevrolet","Silverado 1500",NA,NA,"Other",87985,"Automatic",NA,NA,"Pickup",NA,"FL",27.2866,-82.477,"Non-JDM"
"7138","Hudson Valley",18500,2003,"Ford","F350 Super Duty","Excellent","8 cylinders","Diesel",2130000,"Automatic","4WD",NA,"Pickup",NA,"NY",41.595,-73.8876,"Non-JDM"
"7139","Pueblo",1700,2009,"Hyundai","Accent","Fair","4 cylinders","Gas",146000,"Manual",NA,"Compact","Hatchback","Blue","CO",38.3867,-105.118,"Non-JDM"
"7140","Southwest Michigan",337,2015,"Ram","1500 Laramie Longhorn","Good","8 cylinders","Gas",145374,"Automatic",NA,NA,"Pickup","Black","MI",42.0846,-86.4184,"Non-JDM"
"7141","St Louis, Mo",12500,2014,"Dodge","Grand Caravan","Excellent","6 cylinders","Gas",71509,"Automatic","FWD","Full-Size","Mini-Van","White","IL",38.7445,-90.0976,"Non-JDM"
"7142","Jackson",11740,2013,"Cadillac","Cts",NA,NA,"Gas",103214,"Automatic",NA,NA,"Sedan",NA,"MI",42.3009,-84.024,"Non-JDM"
"7143","Reno / Tahoe",1250,2007,"Ford","Escape","Good","4 cylinders","Gas",181000,"Automatic","FWD","Mid-Size","Suv","Brown","CA",39.4972,-119.776,"Non-JDM"
"7144","Fredericksburg",15977,2016,"Jeep","Cherokee",NA,"6 cylinders","Gas",82042,"Automatic","4WD",NA,"Suv",NA,"VA",38.4586,-77.4306,"Non-JDM"
"7145","Pullman / Moscow",69999,2019,"Ford","F350 Diesel Power Stroke",NA,NA,"Diesel",22072,"Automatic","4WD",NA,"Truck","Silver","ID",47.6561,-117.237,"Non-JDM"
"7146","El Paso",9995,2008,"Ford","F-150 Lariat 4x4","Excellent","8 cylinders","Gas",116000,"Automatic","4WD",NA,NA,"Black","TX",31.8177,-106.183,"Non-JDM"
"7147","Plattsburgh-Adirondacks",18995,2020,"Toyota","Corolla Le","Excellent","4 cylinders","Gas",14356,"Automatic","FWD",NA,"Sedan","Blue","NY",44.9814,-73.4519,"JDM"
"7148","Bend",32875,2015,"Ford","F-350",NA,"8 cylinders","Diesel",162887,"Automatic","4WD",NA,"Truck",NA,"OR",45.4072,-122.625,"Non-JDM"
"7149","South Jersey",27995,2017,"Cadillac","Xt5",NA,NA,"Gas",19256,"Automatic",NA,NA,NA,NA,"NJ",40.2043,-74.1779,"Non-JDM"
"7150","Killeen / Temple / Ft Hood",12990,2013,"Chrysler","300 Sedan 4d","Good","6 cylinders","Gas",103704,"Other","RWD",NA,"Sedan","White","TX",33.7865,-84.4454,"Non-JDM"
"7151","Northwest Ga",2900,2004,"Honda","Pilot",NA,NA,"Gas",286000,"Automatic",NA,NA,NA,NA,"GA",34.3595,-84.9176,"JDM"
"7152","Columbus",11995,2016,"Chevrolet","Equinox","Excellent","4 cylinders","Gas",73113,"Automatic","4WD","Mid-Size","Suv","Blue","OH",40.0641,-82.9981,"Non-JDM"
"7153","Humboldt County",4500,2008,"Dodge","Avenger","Good",NA,"Gas",147000,"Automatic",NA,NA,NA,"Silver","CA",41.7817,-124.133,"Non-JDM"
"7154","Asheville",11995,2007,"Chevrolet","Colorado Crew Cab 4wd","Excellent","5 cylinders","Gas",182193,"Automatic","4WD","Mid-Size","Truck","Red","NC",35.1906,-83.3685,"Non-JDM"
"7155","Bakersfield",20590,2015,"Ford","Mustang Ecoboost Premium","Good",NA,"Gas",56868,"Other","RWD",NA,"Coupe","White","CA",35.33,-119.02,"Non-JDM"
"7156","Duluth / Superior",26891,2016,"Ram","2500","Excellent","8 cylinders","Gas",54295,"Automatic","4WD","Full-Size","Pickup","White","MN",45.0645,-93.3413,"Non-JDM"
"7157","South Bend / Michiana",4800,2009,"Chevrolet","Malibu","Fair","4 cylinders","Gas",107401,"Automatic",NA,NA,"Sedan","Blue","IN",41.6255,-86.2433,"Non-JDM"
"7158","Chicago",13980,2017,"Volkswagen","Jetta",NA,"4 cylinders","Gas",28899,"Automatic","FWD",NA,"Sedan","Black","IL",41.6033,-87.7623,"Non-JDM"
"7159","Spokane / Coeur D'alene",34993,2017,"Lincoln","Mkx",NA,"6 cylinders","Gas",15545,"Automatic","4WD",NA,"Suv","Black","ID",47.2393,-122.384,"Non-JDM"
"7160","Central Nj",4900,2008,"Honda","Civic","Good","4 cylinders","Gas",165000,"Automatic",NA,"Full-Size","Sedan","Black","NJ",40.5007,-74.5013,"JDM"
"7161","Wausau",8495,2013,"Ford","Fusion Hybrid",NA,NA,"Gas",112194,"Automatic","FWD",NA,NA,"Black","WI",44.9132,-89.6105,"Non-JDM"
"7162","Modesto",9000,2013,"Chevrolet","Express Cargo Van","Good","8 cylinders","Gas",124000,"Automatic",NA,"Full-Size","Van","White","CA",37.7741,-120.838,"Non-JDM"
"7163","Modesto",20990,2018,"Hyundai","Sonata Limited Sedan 4d","Good",NA,"Gas",15172,"Automatic","FWD",NA,"Sedan","Silver","CA",33.7792,-84.4118,"Non-JDM"
"7164","Modesto",25988,2013,"Ford","F-150",NA,NA,"Gas",107080,"Automatic","4WD",NA,"Pickup","White","CA",37.7042,-121.002,"Non-JDM"
"7165","South Jersey",27995,2017,"Jeep","Grand Cherokee",NA,NA,"Gas",30394,"Automatic",NA,NA,NA,NA,"NJ",40.2043,-74.1779,"Non-JDM"
"7166","New York City",8500,2013,"Honda","Accord Lx","Excellent","4 cylinders","Gas",114000,"Automatic",NA,NA,"Sedan","Silver","NY",40.7674,-74.0323,"JDM"
"7167","Salt Lake City",18200,2015,"Audi","Q7 Premium Plus","Like new","6 cylinders","Gas",98000,"Automatic","4WD","Full-Size","Suv","Silver","UT",40.6916,-112.001,"Non-JDM"
"7168","Nashville",11800,2017,"KIA","Forte",NA,"4 cylinders","Gas",58109,"Automatic","FWD",NA,"Sedan","White","TN",35.9877,-86.5239,"Non-JDM"
"7169","Chico",21988,2018,"Honda","Civic Si",NA,"4 cylinders","Gas",9227,"Manual","FWD",NA,"Coupe","Black","CA",38.6305,-121.399,"JDM"
"7170","Missoula",25895,2016,"Ram","1500",NA,"6 cylinders","Gas",68452,"Automatic","4WD",NA,"Truck","White","MT",45.1637,-113.894,"Non-JDM"
"7171","El Paso",14995,2011,"Ford","F-150","Excellent","8 cylinders","Gas",148474,"Automatic","RWD","Full-Size","Pickup",NA,"TX",31.7321,-106.366,"Non-JDM"
